Town,Funeral Home,Main URL,Notes
Manchester,John F. Tierney Funeral Home,https://www.tierneyfuneralhome.com/obituaries/obituary-listings,
Manchester,Holmes-Watkins Funeral Home,https://www.holmeswatkins.com/obituaries,
Manchester,D'Esopo East Hartford Memorial Chapel (Dignity Memorial),https://www.dignitymemorial.com/obituaries/east-hartford-ct,"No Funeral Home in Town; also tracked for South Windsor and Glastonbury; confirmed productive 2026-09-11 (Kyle Malloy, 42, and two others, all 'of Manchester'). See skills/death-notices.md"
Glastonbury,Mulryan Funeral Home,https://mulryanfh.com/obituaries,"303 redirect not resolved via curl/WebFetch as of 2026-08-21, see skills/death-notices.md"
Waterford,Thomas L. Neilan & Sons (East Lyme Funeral Home branch),https://www.neilanfuneralhome.com/obituaries/obituary-listings,"No Funeral Home in Town; Cloudflare-blocked for curl/WebFetch, renders via browser; confirmed 2026-09-07, see skills/death-notices.md"
Waterford,Byles-MacDougall Funeral Service,https://www.byles.com/obituaries,"No Funeral Home in Town; Cloudflare-blocked for curl/WebFetch, renders via browser; confirmed 2026-09-07, see skills/death-notices.md"
Waterford,Impellitteri-Malia Funeral Home,https://www.impellitterimaliafh.com/listings,"No Funeral Home in Town; renders via browser; confirmed 2026-09-07, see skills/death-notices.md"
Waterford,Lester Gee Funeral Home (New London),https://www.lestergeefh.com/obituary-listing,"No Funeral Home in Town; consistently shows no obituaries even via browser as of 2026-09-07 (also empty via API as of 2026-08-17), see skills/death-notices.md"
Waterford,"Montville Funeral Home of Church & Allen (Uncasville, Dignity Memorial)",https://www.dignitymemorial.com/obituaries?locationcode=2080,"No Funeral Home in Town; checked full 50-entry batch 2026-09-08, only one Waterford match found (Normand J. Hickey) and it was stale (died June 2025); feed dominated by Uncasville/Oakdale, see skills/death-notices.md"
Glastonbury,Glastonbury Funeral Home (East Hartford, Dignity Memorial),https://www.dignitymemorial.com/obituaries/east-hartford-ct,
Stratford,Adzima Funeral Home - Stratford,https://www.adzimafuneralhome.com/obituaries,"Confirmed productive 2026-09-11 (Arlene Marie Sopp, 'of Stratford,' a lifelong resident); a distinct business from Edward F. Adzima Funeral Home (Derby) despite the shared name. See skills/death-notices.md"
Stratford,William R. McDonald Funeral Home,https://www.wrmcdonaldfuneralhome.com/obituaries/obituary-listings,"Confirmed productive 2026-09-11 (Francis 'Bud' Hewitt, 'of the Lordship section of Stratford'). See skills/death-notices.md"
Stratford,Galello-Luchansky Funeral & Cremation Services,https://www.galellofuneralhome.com/listings,"Confirmed productive 2026-09-11 (Larry J. Allain, 'a long time resident of Milford & Stratford' -- also a Milford lead). See skills/death-notices.md"
Stratford,Pistey Funeral Home,https://www.pisteyfuneralhome.com/obituaries/obituary-listings,"One candidate checked 2026-09-11 (Edward DeSousa) turned out to be an Orange, CT resident whose funeral and burial are in Stratford; not yet confirmed productive. See skills/death-notices.md"
Stratford,Abriola Parkview Funeral Home (Trumbull),https://abriola.com/tribute/all-services/index.html,"No Funeral Home in Town; confirmed productive 2026-09-11 (Desilia Cadet, 'of Stratford, Connecticut'), see skills/death-notices.md"
Bridgeport,Morton's Mortuary,https://www.mortonsmortuary.com/obituaries/obituary-listings,"Confirmed productive 2026-09-11 (Rev. Dr. Milicent J. Coburn and Shirley Ilene Pitts, both 'of Bridgeport'); listing shows full excerpt text, no click-through needed. See skills/death-notices.md"
Bridgeport,Commerce Hill Radozycki Funeral Home,https://www.commercehillfh.com/obituaries/obituary-listings,"Confirmed productive 2026-09-11 (Evangeline Minos Exis, 'of Bridgeport'). See skills/death-notices.md"
Bridgeport,George J. Peterson Funeral Home,https://www.gjpfh.com/obituaries/obituary-listings,"Renders via browser but listing is badly stale -- newest post as of 2026-09-11 dated December 2021. See skills/death-notices.md"
Bridgeport,Community Funeral Chapels,https://www.communityfuneralchapels.com/obituaries/obituary-listings,"Confirmed empty shell (Tukios) 2026-09-11, no content even after scroll and wait. See skills/death-notices.md"
Bridgeport,Adzima Funeral Home - Stratford,https://www.adzimafuneralhome.com/obituaries,"No Funeral Home in Town; confirmed productive 2026-09-11 (John F. Poppa Sr. and Jeanne B. Hall, both 'of Bridgeport'), see skills/death-notices.md"
Bridgeport,Abriola Parkview Funeral Home (Trumbull),https://abriola.com/tribute/all-services/index.html,"No Funeral Home in Town; confirmed productive 2026-09-11 (Fred R. Douglas Jr., 'of Bridgeport'), see skills/death-notices.md"
Bridgeport,Frank Polke & Son Funeral Home (Fairfield),https://www.frankpolkeandsonfuneralhome.com/listings,"No Funeral Home in Town; confirmed productive 2026-09-11 (Frusina 'Sina' Balamaci and Irene Cote, both 'of Bridgeport'), see skills/death-notices.md"
Bridgeport,Parente Funeral Home (Fairfield),https://www.parentefuneralhome.com/obituaries/obituary-listings,"No Funeral Home in Town; confirmed productive 2026-09-11 (Antoinette Zangrilli, 'of Bridgeport'), see skills/death-notices.md"
Bolton,John F. Tierney Funeral Home (Manchester),https://www.tierneyfuneralhome.com/obituaries/obituary-listings,"No Funeral Home in Town; confirmed productive via WebSearch 2026-09-11 (Roger Whitney Wilson, 77, 'of Bolton', died 2026-03-16, arrangements by Tierney). Neighboring-town source for Vernon. See skills/death-notices.md"
Bolton,Bolton Funeral Home,https://www.boltonfuneralhome1945.com/obituaries,"Native Bolton source but unreachable: curl gets 403 (nginx, browser UA tried) and WebFetch returns an empty page shell -- listing is JS-rendered (Duda platform with a GriefSteps obituary widget) with no server-side content and no API pattern found. Neighboring-town source for Vernon. See skills/death-notices.md"
Coventry,Coventry-Pietras Funeral Home,https://smallandpietrasfuneralhome.com/,"Merged into the same Small & Pietras Funeral Home group as Vernon's Burke-Fortin and Tolland's Tolland Memorial (all SiteId 14689 on the same FrontRunner backend); listing URL still 502 as of 2026-09-11, same outage noted for the other two locations. Neighboring-town source for Vernon. See skills/death-notices.md"
Tolland,"Introvigne Funeral Home, Inc. (Stafford Springs)",https://www.introvignefuneralhome.com/obituaries/,"No Funeral Home in Town [Tolland Memorial and Burke-Fortin are both down, see other Tolland rows]; confirmed productive 2026-09-11 (Christy Rose Healy, 36, 'resident of Tolland, CT', died 2026-08-25). Listing page renders server-side and is directly fetchable. See skills/death-notices.md"
Mansfield,Potter Funeral Home (Willimantic),https://www.potterfuneralhome.com/obituaries,"No Funeral Home in Town; confirmed productive via WebSearch 2026-09-11 (Joan Carolyn Nieforth, 89, 'of Mansfield, Connecticut', died 2026-03-15). Listing page is JS-rendered (GriefSteps widget, same platform as Bolton Funeral Home) with no server-side content -- use WebSearch to find candidates, then individual obituary pages (e.g. potterfuneralhome.com/obituaries/{slug}) fetch fine server-side for the Source link. Neighboring-town source for Tolland. See skills/death-notices.md"
East Hartford,D'Esopo East Hartford Memorial Chapel (Dignity Memorial),https://www.dignitymemorial.com/obituaries/east-hartford-ct,"Confirmed productive 2026-09-11 as the town's own source (already tracked as a neighboring-town source for South Windsor, Glastonbury and Manchester). See skills/death-notices.md"
Cromwell,Doolittle Funeral Service / Cromwell Funeral Home,https://www.doolittlefuneralservice.com/listings,"Also tracked for Middletown/Portland/Durham/Middlefield/Rocky Hill/Haddam, and has its own Cromwell location (506 Main St); confirmed productive via WebSearch 2026-09-11 (Woodrow 'Bill' Wilson, 88, died at his home 'in Cromwell' on 2026-08-17). See skills/death-notices.md"
Berlin,Berlin Memorial Funeral Home,https://www.berlinmemorialfuneralhome.com/listings,"Cloudflare-blocked for both curl and WebFetch (whole domain, including individual obituary pages -- unlike the Potter/Mansfield case, there's no server-side fallback here); confirmed productive via WebSearch 2026-09-11 (Daniel A. Brauer, 75, 'of Berlin, Connecticut', died 2026-01-02). See skills/death-notices.md"
Meriden,John J. Ferry & Sons Funeral Home,https://www.jferryfh.com/obituaries/obituary-listings,"Also tracked for Middlefield; blocked to curl/WebFetch (403); confirmed productive via WebSearch 2026-09-11 (Margaret 'Peggy' Ann Fountain, 82, 'of Meriden, CT', died 2026-09-08). See skills/death-notices.md"
Marlborough,Carmon Funeral Home,https://www.carmonfuneralhome.com/obituaries/obituary-listings,"Cloudflare-blocked for curl and WebFetch as of 2026-09-11 (also tracked productive for Vernon/Ellington/Tolland/South Windsor/Windsor/Suffield/Granby/East Granby under various branded names); confirmed productive via WebSearch instead (Lloyd L. Folsom Jr. and Thomas James McIntosh, both individual obituary pages on this domain titled 'Marlborough, CT'). See skills/death-notices.md"
Marlborough,Mulryan Funeral Home (Glastonbury),https://mulryanfh.com/obituaries,"No Funeral Home in Town; already tracked for Glastonbury (303 redirect not resolved via curl/WebFetch); address (725 Hebron Ave) is close to Marlborough and a Marlborough tribute page was found on this domain (Margaret A. Weber) via WebSearch 2026-09-11, but the redirect issue means it's unconfirmed live. See skills/death-notices.md"
Hebron,Aurora-McCarthy Funeral Home (Colchester),https://www.auroramccarthyfuneralhome.com/listings,"Whole domain Cloudflare-blocked for curl and WebFetch, including individual obituary pages -- no fallback found. Confirmed productive via WebSearch but the only verified match is dated (Vivian Lajoie Horton, 103, 'a longtime resident of Hebron,' died 2024-06-26); no current 2026 match found this round. See skills/death-notices.md"
Union,"Introvigne Funeral Home, Inc. (Stafford Springs)",https://www.introvignefuneralhome.com/obituaries/,"No Funeral Home in Town; also tracked for Willington/Tolland/Stafford; confirmed productive 2026-09-11 (Dona L. (Howlett) Corsini, 92, 'resident of Union, CT', died 2026-08-29), same listing page as the other three. See skills/death-notices.md"
Ashford,"Introvigne Funeral Home, Inc. (Stafford Springs)",https://www.introvignefuneralhome.com/obituaries/,"No Funeral Home in Town; also tracked for Willington/Tolland/Stafford/Union; confirmed productive 2026-09-11 (Carol A. Lagrotteria, 70, 'of Ashford, CT', died 2026-08-29), same listing page as the other four. See skills/death-notices.md"
Southington,DellaVecchia Funeral Home (Dignity Memorial),https://www.dignitymemorial.com/obituaries/southington-ct,"Confirmed highly productive 2026-09-11 -- roughly 35 current Southington matches in one 50-entry batch (e.g. Eileen Marie Barrett, 74, died 2026-09-06), plus cross-town matches for Bristol/New Britain/Cheshire/Meriden used elsewhere in this file. See skills/death-notices.md"
Bristol,DellaVecchia Funeral Home (Southington, Dignity Memorial),https://www.dignitymemorial.com/obituaries/southington-ct,"No Funeral Home in Town; confirmed productive 2026-09-11 (Nicola Antonio DeGregorio, 91, died 2026-07-07, and Rodd A. Legnani, 61, died 2026-04-24, both 'Bristol, CT'), same batch as the Southington row. See skills/death-notices.md"
New Britain,DellaVecchia Funeral Home (Southington, Dignity Memorial),https://www.dignitymemorial.com/obituaries/southington-ct,"No Funeral Home in Town; confirmed productive 2026-09-11 (Florence F. Dickman, 103, 'New Britain, CT', died 2026-06-15), same batch as the Southington row. See skills/death-notices.md"
Cheshire,DellaVecchia Funeral Home (Southington, Dignity Memorial),https://www.dignitymemorial.com/obituaries/southington-ct,"No Funeral Home in Town; confirmed productive 2026-09-11 (Richard Elwin Silloway, 81, 'Cheshire, CT', died 2026-05-25), same batch as the Southington row. See skills/death-notices.md"
Plainville,Plainville Funeral Home,https://www.plainvillefh.com/listings,"Cloudflare-blocked for curl/WebFetch (403); confirmed productive via WebSearch 2026-09-11 (Leslie K. Mangan, 78, 'a lifelong resident of Plainville', died 2026-09-03). See skills/death-notices.md"
Wolcott,Woodtick Memorial Funeral Home,https://www.woodtickmemorial.com/obituaries/obituary-listings,"JS-rendered, empty page shell via WebFetch, no server-side content; confirmed productive via WebSearch instead 2026-09-11 (Barbara Ann D'Occhio, 85, 'of Wolcott', died 2026-05-03). See skills/death-notices.md"
Waterbury,Maiorano Funeral Home,https://www.maioranofuneralhome.com/,"Cloudflare-blocked for curl/WebFetch (403); confirmed productive via WebSearch 2026-09-11 (Lorraine A. Gianelli, 97, 'of Waterbury', died 2026-08-26). Large city with many other funeral homes not yet surveyed -- this is a starting source, not a comprehensive one. See skills/death-notices.md"
Hartford,D'Esopo East Hartford Memorial Chapel (Dignity Memorial),https://www.dignitymemorial.com/obituaries/hartford-ct,"No Funeral Home in Town; the 'hartford-ct' URL resolves to the same batch as the already-tracked 'east-hartford-ct' URL (also used for East Hartford/South Windsor/Glastonbury/Manchester). CAUTION: the listing page's per-entry town tag is unreliable for this URL -- two entries tagged 'Hartford' in the batch summary (Joseph Skrabut, Joseph Christensen) turned out to say 'East Hartford, Connecticut' when the individual obituary pages were actually opened. Always open the individual obituary and check its own opening sentence before counting a match. Confirmed productive 2026-09-11 this way (Leonardo Dominguez Vargas, 53, 'of Hartford'; James 'Jim' M. Sullivan, 74, 'of Hartford and formerly of East Hartford'). See skills/death-notices.md"
Hartford,Carmon Funeral Home (South Green Memorial Home),https://www.carmonfuneralhome.com/obituaries/obituary-listings,"No Funeral Home in Town; has a native South Green Memorial Home location at 43 Wethersfield Ave, Hartford; also tracked productive for twelve other towns, most recently Cloudflare-blocked; confirmed productive via WebSearch 2026-09-11 (Mary Antoinette Jordan, 60, 'of Hartford, Connecticut', died 2026-08-21; Pamela Jean Acosta, 72, same phrasing, died 2026-04-01). See skills/death-notices.md"
Hartford,Dillon-Baxter Funeral Home (Wethersfield),https://www.dillonbaxter.com/obits,"No Funeral Home in Town; also tracked for Wethersfield; confirmed productive via WebSearch 2026-09-11 (Juana T. Zevallos, 94, 'of Hartford, CT', died 2026-08-19, funeral at St. Augustine Church in Hartford; Father Thomas G. Sickler M.S., 79, resident of the La Salette Hartford House, died 2026-08-21). See skills/death-notices.md"
West Hartford,Molloy Funeral Home,https://www.molloyfuneralhome.com/obituaries/,"Cloudflare-blocked for curl/WebFetch (403), whole domain including individual obituary pages; confirmed productive via WebSearch 2026-09-11 (Nancy Jo (Merrick) Hoffman, 'from West Hartford, CT', died 2026-08-03). See skills/death-notices.md"
Bloomfield,Carmon Funeral Home,https://www.carmonfuneralhome.com/obituaries/obituary-listings,"No Funeral Home in Town; also tracked productive for nine other towns under various branded names, most recently Cloudflare-blocked as of 2026-09-11; confirmed productive for Bloomfield via WebSearch (Catherine Alphra Wooden Bailey-Calloway, 91, 'of Bloomfield, Connecticut', died 2026-08-14). See skills/death-notices.md"
Farmington,Molloy Funeral Home (West Hartford),https://www.molloyfuneralhome.com/obituaries/,"No Funeral Home in Town; also tracked for West Hartford, Cloudflare-blocked there; confirmed productive via WebSearch 2026-09-11 (Donald Haupt, 85, 'of Farmington', died 2026-05-19). See skills/death-notices.md"
Farmington,Carmon Funeral Home,https://www.carmonfuneralhome.com/obituaries/obituary-listings,"No Funeral Home in Town; also tracked productive for ten other towns, most recently Cloudflare-blocked; confirmed productive for Farmington via WebSearch 2026-09-11 (Anushka Kalpesh Patel, 13, 'of Farmington, Connecticut', died 2026-06-02). See skills/death-notices.md"
Avon,Carmon Funeral Home & Family Center,https://www.carmonfuneralhome.com/obituaries/obituary-listings,"Native to Avon (301 Country Club Rd), also tracked productive for eleven other towns under various branded names; heavily confirmed productive via WebSearch, each checked against the obituary's own text (Lynn Sorensen, 80, died 2026-03-09; Suzette Elsie Wolber-Bonafe, 79, died 2026-09-10; Guy C. Peregrin, 75, died 2026-08-10; Lois Ann Huot, 82, died 2026-08-03; Barbara Ruth Nevins, 89, died 2026-03-29; Elizabeth Saylor Manson, 86, died 2026-03-22 via the Carmon Windsor branch but an Avon resident) -- easily the most productive single source found for any town so far. See skills/death-notices.md"
Avon,Vincent Funeral Home (Simsbury),https://vincentfuneral.frontrunnerpro.com/runtime.php?SiteId=2939&NavigatorId=51849&ListType=past,"No Funeral Home in Town; also tracked for Simsbury/Canton/Burlington; confirmed productive 2026-09-11 (Edwin 'Ed' Hewitt, 94, 'of Avon, Connecticut', died 2026-06-25, a 60-year Avon resident and Cornell-trained nuclear engineer). See skills/death-notices.md"
Simsbury,Vincent Funeral Home,https://vincentfuneral.frontrunnerpro.com/runtime.php?SiteId=2939&NavigatorId=51849&ListType=past,"Native to Simsbury (also has a Canton location); the direct frontrunnerpro.com subdomain fetches fine via WebFetch (unlike the broken smallandpietrasfuneralhome.com/runtime.php proxy used for Burke-Fortin/Cromwell -- worth trying that pattern there too); extremely productive, at least 12 explicit Simsbury matches found across two pages of the listing 2026-09-11 (e.g. Ronald Robert Daigle, 81, Gianni Zunino, 85, Shirley Mae Crane, 94, all died in June 2026); one entry (Renee Morin) initially looked like a match but her obituary's own opening sentence says 'of Agawam, MA' -- excluded. Individual Book of Memories pages (reached via a redirect to memorials.vincentfuneralhome.com) have rich biographical detail. See skills/death-notices.md"
Canton,Vincent Funeral Home (Simsbury),https://vincentfuneral.frontrunnerpro.com/runtime.php?SiteId=2939&NavigatorId=51849&ListType=past,"Also has its own Canton location; confirmed productive 2026-09-11 (Ian Christopher Jason Clarke, 52, 'of Canton', died 2026-07-01), same listing page as Simsbury. See skills/death-notices.md"
Burlington,Vincent Funeral Home (Simsbury/Canton),https://vincentfuneral.frontrunnerpro.com/runtime.php?SiteId=2939&NavigatorId=51849&ListType=past,"No Funeral Home in Town; resolves the dead end from the Farmington-neighbors session (no source had been found) -- confirmed productive 2026-09-11 (David J. Black, 'a resident of Burlington since 1977', died 2026-07-10), same listing page as Simsbury/Canton. See skills/death-notices.md"
New Hartford,Montano-Shea Funeral Home,https://www.montano-shea.com/obituaries/obituary-listings,"Cloudflare-blocked for curl/WebFetch (403); confirmed productive via WebSearch 2026-09-11 (Genevieve Delis Jarm, 100, 'of New Hartford', died 2026-08-13). See skills/death-notices.md"
Barkhamsted,Montano-Shea Funeral Home (New Hartford),https://www.montano-shea.com/obituaries/obituary-listings,"No Funeral Home in Town; Cloudflare-blocked for curl/WebFetch; confirmed productive via WebSearch 2026-09-11 (Robert J. Stadler III, 87, 'lived in Barkhamsted with his family since 1965', died 2026-02-09). A Legacy.com result tagged a different Hayes-Huling & Carmon obituary 'Barkhamsted, CT' but the obituary text itself said 'of East Hartland' -- not used as a second source; see skills/death-notices.md"
Farmington,Funk Funeral Home,https://www.funkfuneralhome.com/obituaries/obituary-listings,"Native to Farmington (301 Colt Highway), also tracked for Bristol; JS-rendered, no server-side content via WebFetch; confirmed productive via WebSearch 2026-09-11 (Frances A. Boyea, 76, 'of Farmington', died 2026-03-12). See skills/death-notices.md"
Farmington,Abbey Cremation Service (Rocky Hill),https://www.abbeycremation.com/obituaries,"No Funeral Home in Town; also tracked for Newington/East Hampton/Wethersfield; confirmed productive via WebSearch 2026-09-11 (Marguerite Alexia 'Maggie' DeFelice, 73, 'of Farmington, previously of Wethersfield', died 2026-06-27). See skills/death-notices.md"
Farmington,Ahern Funeral Home (Unionville),https://www.ahernfuneralhome.com/obituaries/obituary-listings,"Unionville is a Farmington village; Cloudflare-blocked for curl/WebFetch; confirmed productive via WebSearch 2026-09-11 (Dr. Pauline Olsen, 89, 'of Farmington, CT', died 2026-05-10) -- several other 'cared for by Ahern... Unionville' leads checked this same session had no explicit residence statement and were not used. See skills/death-notices.md"
Farmington,Paradis-Givner Funeral Home (Oxford, MA),https://www.paradisfuneralhome.com/obituaries,"No Funeral Home in Town (out-of-state home, confirmed CT resident); confirmed productive via WebSearch 2026-09-11 (Geary C. Siroonian, 71, died 'at his residence in Farmington, CT', 2026-05-31); no direct obituary permalink found, cite Legacy.com's Farmington local page instead. See skills/death-notices.md"
